"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",3,"normal",205,5,,,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",4,"normal",205,5,,,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",5,"normal",205,5,,,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",6,"normal",215,5,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Warm Up",,"",0,"normal",,,,480,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",0,"warmup",65,5,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",1,"warmup",95,5,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",2,"normal",145,5,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",3,"normal",155,4,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",4,"normal",155,4,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",5,"normal",155,3,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Bench Press (Barbell)",,"",6,"normal",155,3,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Lat Pulldown - Close Grip (Cable)",0,"",0,"normal",80,15,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Lat Pulldown - Close Grip (Cable)",0,"",1,"normal",90,14,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Lat Pulldown - Close Grip (Cable)",0,"",2,"failure",80,16,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Single Arm Lateral Raise (Cable)",0,"",0,"normal",15,16,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Single Arm Lateral Raise (Cable)",0,"",1,"normal",15,14,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Single Arm Lateral Raise (Cable)",0,"",2,"failure",15,16,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",40,16,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",50,14,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Single Arm Triceps Pushdown (Cable)",1,"",2,"failure",50,14,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Incline Bench Press (Barbell)",1,"",0,"normal",75,16,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Incline Bench Press (Barbell)",1,"",1,"normal",80.5,12,,,
"Upper","1 Dec 2025, 15:06","1 Dec 2025, 16:13","","Incline Bench Press (Barbell)",1,"",2,"failure",80.5,12,,,
"Gy666gfngfygf","26 Nov 2025, 07:25","26 Nov 2025, 08:41","","Warm Up",,"",0,"normal",,,,950,
"Gy666gfngfygf","26 Nov 2025, 07:25","26 Nov 2025, 08:41","","Bench Press (Dumbbell)",,"",0,"normal",45,5,,,
"Gy666gfngfygf","26 Nov 2025, 07:25","26 Nov 2025, 08:41","","Bench Press (Dumbbell)",,"",1,"normal",50,5,,,
"Gy666gfngfygf","26 Nov 2025, 07:25","26 Nov 2025, 08:41","","Deadlift (Barbell)",,"",0,"warmup",65,5,,,
"Gy666gfngfygf","26 Nov 2025, 07:25","26 Nov 2025, 08:41","","Deadlift (Barbell)",,"",1,"warmup",125,5,,,
"Gy666gfngfygf","26 Nov 2025, 07:25","26 Nov 2025, 08:41","","Deadlift (Barbell)",,"",2,"normal",225,8,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Warm Up",,"",0,"normal",,,,300,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Leg Extension (Machine)",,"Single Legs",0,"normal",60,10,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Leg Extension (Machine)",,"Single Legs",1,"normal",60,12,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Leg Extension (Machine)",,"Single Legs",2,"normal",60,12,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Leg Extension (Machine)",,"Single Legs",3,"failure",50,20,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Standing Calf Raise (Barbell)",,"",0,"normal",135,12,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Standing Calf Raise (Barbell)",,"",1,"normal",185,16,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Standing Calf Raise (Barbell)",,"",2,"normal",185,16,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Standing Calf Raise (Barbell)",,"",3,"failure",205,16,,,
"Leg","24 Nov 2025, 07:31","24 Nov 2025, 08:23","","Squat (Barbell)",,"",0,"normal",135,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Warm Up",,"",0,"normal",,,,180,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Bench Press (Barbell)",,"",0,"normal",135,5,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Landmine 180",0,"",0,"normal",45,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Landmine 180",0,"",1,"normal",45,15,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Landmine 180",0,"",2,"normal",50,10,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Pullover (Dumbbell)",0,"",0,"normal",30,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Pullover (Dumbbell)",0,"",1,"normal",30,15,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Pullover (Dumbbell)",0,"",2,"normal",35,8,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Behind the Back Curl (Cable)",1,"",0,"normal",45,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Behind the Back Curl (Cable)",1,"",1,"normal",50,14,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Behind the Back Curl (Cable)",1,"",2,"failure",50,9,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Single Arm Lateral Raise (Cable)",1,"",0,"normal",15,16,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Single Arm Lateral Raise (Cable)",1,"",1,"normal",20,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Single Arm Lateral Raise (Cable)",1,"",2,"failure",20,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",90,10,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",100,10,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",100,10,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Hex Press (Dumbbell)",2,"",0,"normal",30,16,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Hex Press (Dumbbell)",2,"",1,"normal",35,16,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Hex Press (Dumbbell)",2,"",2,"normal",45,8,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Single Arm Triceps Pushdown (Cable)",2,"",0,"normal",45,12,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Single Arm Triceps Pushdown (Cable)",2,"",1,"normal",45,10,,,
"Oh bud","21 Nov 2025, 15:24","21 Nov 2025, 16:29","","Single Arm Triceps Pushdown (Cable)",2,"",2,"normal",40,10,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Jefferson Curls",,"",0,"warmup",40,5,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Jefferson Curls",,"",1,"warmup",45,5,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Good Morning (Barbell)",,"",0,"warmup",45,10,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Good Morning (Barbell)",,"",1,"warmup",45,10,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Deadlift (Barbell)",,"",0,"warmup",135,3,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Deadlift (Barbell)",,"",1,"normal",225,8,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Deadlift (Barbell)",,"",2,"normal",225,8,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Deadlift (Barbell)",,"",3,"normal",225,8,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Bench Press (Barbell)",0,"",0,"warmup",95,5,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Bench Press (Barbell)",0,"",1,"normal",135,8,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Bench Press (Barbell)",0,"",2,"normal",105,13,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Bench Press (Barbell)",0,"",3,"normal",110,8,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Dumbbell Row",0,"",0,"normal",60,10,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Dumbbell Row",0,"",1,"normal",60,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Dumbbell Row",0,"",2,"normal",60,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Dumbbell Row",0,"",3,"normal",60,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Pullover (Dumbbell)",1,"",0,"normal",30,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Pullover (Dumbbell)",1,"",1,"normal",30,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Pullover (Dumbbell)",1,"",2,"normal",30,14,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Lateral Raise (Dumbbell)",1,"",0,"normal",15,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Lateral Raise (Dumbbell)",1,"",1,"normal",15,12,,,
"Big Loft #1","17 Nov 2025, 06:27","17 Nov 2025, 07:26","","Lateral Raise (Dumbbell)",1,"",2,"normal",15,13,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",60,10,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Seated Cable Row - V Grip (Cable)",,"",1,"warmup",60,10,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Jefferson Curls",,"",0,"warmup",40,5,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Jefferson Curls",,"",1,"warmup",45,5,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Landmine 180",0,"",0,"normal",45,12,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Landmine 180",0,"",1,"normal",45,15,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Landmine 180",0,"",2,"failure",45,15,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Landmine Row",0,"",0,"normal",275,10,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Landmine Row",0,"",1,"normal",275,10,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Landmine Row",0,"",2,"normal",275,12,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Pullover (Dumbbell)",1,"",0,"normal",25,12,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Pullover (Dumbbell)",1,"",1,"normal",25,14,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Pullover (Dumbbell)",1,"",2,"normal",30,10,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Incline Chest Press (Machine)",1,"",0,"normal",80,8,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Incline Chest Press (Machine)",1,"",1,"normal",70,12,,,
"11284939282","14 Nov 2025, 07:32","14 Nov 2025, 08:25","","Incline Chest Press (Machine)",1,"",2,"normal",70,8,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Rowing Machine",,"",0,"normal",,,1,240,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Pullover (Dumbbell)",0,"",0,"normal",25,12,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Pullover (Dumbbell)",0,"",1,"normal",25,12,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Pullover (Dumbbell)",0,"",2,"normal",25,12,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Dumbbell Row",0,"",0,"normal",50,20,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Dumbbell Row",0,"",1,"normal",55,24,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Dumbbell Row",0,"",2,"normal",55,24,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Bench Press (Dumbbell)",,"",0,"normal",40,14,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Bench Press (Dumbbell)",,"",1,"normal",40,12,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Bench Press (Dumbbell)",,"",2,"normal",40,12,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Shrug (Smith Machine)",,"",0,"warmup",135,12,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Shrug (Smith Machine)",,"",1,"normal",185,16,,,
"Rhdidbchjdb","12 Nov 2025, 06:52","12 Nov 2025, 07:29","","Shrug (Smith Machine)",,"",2,"normal",185,17,,,
"Leg","10 Nov 2025, 17:06","10 Nov 2025, 17:56","","Elliptical Trainer",,"",0,"normal",,,0.6,470,
"Leg","10 Nov 2025, 17:06","10 Nov 2025, 17:56","","Squat (Barbell)",,"",0,"warmup",115,6,,,
"Leg","10 Nov 2025, 17:06","10 Nov 2025, 17:56","","Squat (Barbell)",,"",1,"normal",165,5,,,
"Leg","10 Nov 2025, 17:06","10 Nov 2025, 17:56","","Squat (Barbell)",,"",2,"normal",215,5,,,
"Leg","10 Nov 2025, 17:06","10 Nov 2025, 17:56","","Squat (Barbell)",,"",3,"normal",235,3,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Warm Up",,"",0,"normal",,,,360,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Jefferson Curls",,"",0,"normal",45,5,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Jefferson Curls",,"",1,"normal",45,5,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Pullover (Dumbbell)",0,"",0,"normal",20,12,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Pullover (Dumbbell)",0,"",1,"normal",20,14,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Pullover (Dumbbell)",0,"",2,"normal",25,12,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Bent Over Row (Barbell)",0,"",0,"normal",155,10,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Bent Over Row (Barbell)",0,"",1,"normal",155,12,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Bent Over Row (Barbell)",0,"",2,"normal",155,14,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",85,11,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",100,10,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",100,10,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",100,10,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Single Arm Lat Pulldown",,"",0,"normal",80,24,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Single Arm Lat Pulldown",,"",1,"normal",100,26,,,
"Back","3 Nov 2025, 15:22","3 Nov 2025, 16:10","","Single Arm Lat Pulldown",,"",2,"normal",90,16,,,
"Afternoon workout 💪","27 Oct 2025, 13:22","27 Oct 2025, 13:42","","Running",,"",0,"normal",,,1.8,1200,
"Fuovt57gr7jdr","22 Oct 2025, 11:23","22 Oct 2025, 11:59","","Warm Up",,"",0,"normal",,,,329,
"Fuovt57gr7jdr","22 Oct 2025, 11:23","22 Oct 2025, 11:59","","Deadlift (Barbell)",,"",0,"warmup",135,3,,,
"Fuovt57gr7jdr","22 Oct 2025, 11:23","22 Oct 2025, 11:59","","Deadlift (Barbell)",,"",1,"normal",205,3,,,
"Fuovt57gr7jdr","22 Oct 2025, 11:23","22 Oct 2025, 11:59","","Deadlift (Barbell)",,"",2,"normal",245,3,,,
"Fuovt57gr7jdr","22 Oct 2025, 11:23","22 Oct 2025, 11:59","","Deadlift (Barbell)",,"",3,"normal",295,3,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Rowing Machine",,"",0,"normal",,,1,360,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Fly (Machine)",,"",0,"warmup",40,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Fly (Machine)",,"",1,"normal",60,14,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Fly (Machine)",,"",2,"normal",60,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Fly (Machine)",,"",3,"normal",60,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Shrug (Barbell)",0,"",0,"warmup",185,14,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Shrug (Barbell)",0,"",1,"normal",205,16,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Shrug (Barbell)",0,"",2,"normal",205,22,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Shrug (Barbell)",0,"",3,"normal",210,20,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Bent Over Row (Barbell)",0,"",0,"warmup",135,10,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Bent Over Row (Barbell)",0,"",1,"normal",155,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Bent Over Row (Barbell)",0,"",2,"normal",155,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Bent Over Row (Barbell)",0,"",3,"normal",155,14,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Jefferson Curls",,"",0,"normal",45,8,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Jefferson Curls",,"",1,"normal",45,10,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Dip (Assisted)",,"",0,"normal",80,10,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Dip (Assisted)",,"",1,"normal",70,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Chest Dip (Assisted)",,"",2,"normal",70,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Pullover (Dumbbell)",,"",0,"normal",15,15,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Pullover (Dumbbell)",,"",1,"normal",20,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Pullover (Dumbbell)",,"",2,"normal",20,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Lateral Raise (Dumbbell)",1,"",0,"normal",15,16,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Lateral Raise (Dumbbell)",1,"",1,"normal",15,14,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Lateral Raise (Dumbbell)",1,"",2,"normal",15,14,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Seated Incline Curl (Dumbbell)",1,"",0,"normal",20,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Seated Incline Curl (Dumbbell)",1,"",1,"normal",20,12,,,
"Russell Lift Day 1, Upper","20 Oct 2025, 10:31","20 Oct 2025, 12:01","","Seated Incline Curl (Dumbbell)",1,"",2,"failure",20,13,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Warm Up",,"",0,"normal",,,,383,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Serratus Wall Slides",,"",0,"normal",,10,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Serratus Wall Slides",,"",1,"normal",,8,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Serratus Wall Slides",,"",2,"normal",,8,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Baysian Curls",0,"",0,"normal",25,15,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Baysian Curls",0,"",1,"normal",25,16,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Baysian Curls",0,"",2,"failure",30,14,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Incline Bench Press (Barbell)",0,"",0,"normal",80,14,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Incline Bench Press (Barbell)",0,"",1,"normal",80,16,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Incline Bench Press (Barbell)",0,"",2,"failure",85,12,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Landmine 180",,"",0,"normal",40,10,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Landmine 180",,"",1,"normal",40,10,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Landmine 180",,"",2,"failure",40,8,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Triceps Rope Pushdown",1,"",0,"normal",130,12,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Triceps Rope Pushdown",1,"",1,"normal",110,10,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Triceps Rope Pushdown",1,"",2,"failure",100,14,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Bench Press (Dumbbell)",1,"",0,"normal",30,14,,,
"Arms and Chest","15 Oct 2025, 08:52","15 Oct 2025, 10:17","","Bench Press (Dumbbell)",1,"",1,"normal",30,12,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Warm Up",,"",0,"normal",,,,415,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Pullover (Dumbbell)",,"",0,"normal",15,10,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Pullover (Dumbbell)",,"",1,"normal",15,12,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Pullover (Dumbbell)",,"",2,"normal",15,12,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Shrug (Barbell)",,"",0,"normal",135,24,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Shrug (Barbell)",,"",1,"normal",205,12,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Shrug (Barbell)",,"",2,"normal",205,12,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Dumbbell Row",,"",0,"normal",45,24,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Dumbbell Row",,"",1,"normal",50,28,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Triceps Rope Pushdown",,"",0,"normal",100,14,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Triceps Rope Pushdown",,"",1,"normal",130,9,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Triceps Rope Pushdown",,"",2,"normal",130,10,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Lat Pulldown (Cable)",,"",0,"normal",90,12,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Lat Pulldown (Cable)",,"",1,"normal",90,14,,,
"Back?","13 Oct 2025, 08:48","13 Oct 2025, 09:50","","Lat Pulldown (Cable)",,"",2,"normal",90,12,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Warm Up",,"",0,"normal",,,,541,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Incline Bench Press (Barbell)",,"",0,"normal",75,14,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Incline Bench Press (Barbell)",,"",1,"normal",80,12,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Incline Bench Press (Barbell)",,"",2,"failure",95,11,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Pullover (Dumbbell)",,"",0,"normal",10,10,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Pullover (Dumbbell)",,"",1,"normal",15,12,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Pullover (Dumbbell)",,"",2,"normal",15,12,,,
"Meh","8 Oct 2025, 09:10","8 Oct 2025, 09:55","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",70,16,,,
